case,run,seed,area_cells,buildings,perimeter_m,compactness
Marshall Medium Uncertainty,176,3826458320,88847,5088,463239.2723516065,0.004682571311025178
Marshall Medium Uncertainty,177,1860240262,64574,4471,387411.10791083897,0.004865930766313581
Marshall Medium Uncertainty,178,1417536463,48334,3290,313289.4109998839,0.005569467560713854
Marshall Medium Uncertainty,179,571619239,60730,4439,378135.07760703494,0.004803543430705508
Marshall Medium Uncertainty,180,3620686876,53632,3868,348175.7010141342,0.0050035638797855195
Marshall Medium Uncertainty,181,2378253646,52375,3628,330780.05384063045,0.005413744834161811
Marshall Medium Uncertainty,182,3194182140,54790,4142,353708.1901822383,0.004952944273556236
Marshall Medium Uncertainty,183,3743835169,61399,4625,392700.21612777567,0.004502890548957653
Marshall Medium Uncertainty,184,4198339331,64275,5135,415007.18364484055,0.004220687811646919
Marshall Medium Uncertainty,185,619404650,45673,3669,326424.5408551066,0.004847818018164314
Marshall Medium Uncertainty,186,2997686897,51404,4071,347662.9001424813,0.004809861721788509
Marshall Medium Uncertainty,187,1520382963,57814,3299,320360.9456236921,0.006370980234846482
Marshall Medium Uncertainty,188,2889422809,68648,4537,385026.7009886288,0.0052371928471764495
Marshall Medium Uncertainty,189,1554201656,56984,4565,381456.549469612,0.004429096603708239
Marshall Medium Uncertainty,190,2342100442,55036,3599,340392.1772094686,0.005372050591958418
Marshall Medium Uncertainty,191,2352069614,68720,4187,377850.45640457614,0.005443718032332042
Marshall Medium Uncertainty,192,471567442,53305,4334,372160.75077709096,0.004352704483854734
Marshall Medium Uncertainty,193,4156490685,54407,4017,353595.1036035865,0.004921468027458396
Marshall Medium Uncertainty,194,1240076716,54278,4434,379348.7529307169,0.004265784272810853
Marshall Medium Uncertainty,195,331224933,50281,3724,334447.39582247473,0.005083942647425222
Marshall Medium Uncertainty,196,1201362315,51996,3500,326172.2659672519,0.005527493582932187
Marshall Medium Uncertainty,197,2772816938,58389,4520,377930.2247932926,0.004623386059930689
Marshall Medium Uncertainty,198,1590616167,58490,5014,407758.512653917,0.003978578413292934
Marshall Medium Uncertainty,199,1083894099,58383,3707,356846.79841192876,0.005185315325161595
Marshall Medium Uncertainty,200,1500121329,47221,3229,298487.80494932627,0.005994243332480832
Marshall Medium Uncertainty,201,492573971,56314,4456,379906.17500482884,0.004412818291346363
Marshall Medium Uncertainty,202,4179741055,45010,3293,307473.3092693307,0.005384514393333073
Marshall Medium Uncertainty,203,2117290649,61512,4226,365410.90229610767,0.005210137921190868
Marshall Medium Uncertainty,204,871077729,53920,3129,309653.0148968163,0.006359919686042386
